663
P0299	7150.98	7472.05	10.00
P0300	7130.58	7493.34	10.00
P0301	6848.65	7185.03	10.00
P0302	6829.05	7207.31	10.00
P0303	6674.21	7059.25	10.00
P0304	6694.08	7038.59	10.00
P0305	6496.18	6850.76	10.00
P0306	6476.26	6871.93	10.00
P0307	6012.10	6431.61	10.00
P0308	6031.56	6410.11	10.00
P0309	5888.43	6274.76	10.00
P0310	5868.18	6295.02	10.00
P0311	4881.41	4668.93	10.00
P0312	4918.98	4641.48	10.00
P0313	4916.35	4631.92	10.00
P0314	4899.04	4632.38	10.00
P0315	4907.54	4628.98	10.00
P0316	4936.18	4615.51	10.00
P0317	4964.57	4613.25	10.00
P0318	4910.12	4711.96	10.00
P0319	4946.13	4746.21	10.00
P0320	4982.08	4781.18	10.00
P0321	4919.95	4773.77	10.00
P0322	4870.14	4826.90	10.00
P0323	4854.08	4811.78	10.00
P0324	4903.94	4790.78	10.00
P0325	5018.51	4814.85	10.00
P0326	4940.71	4824.77	10.00
P0327	5007.74	4752.95	10.00
P0328	4977.29	4859.18	10.00
P0329	4869.28	4900.07	10.00
P0330	5106.55	4701.13	10.00
P0331	5093.44	4688.50	10.00
P0332	5116.99	4711.19	10.00
P0333	5120.40	4687.35	10.00
P0334	5106.83	4675.38	10.00
P0335	4992.43	4519.26	10.00
P0336	5030.53	4584.35	10.00
P0337	5067.22	4618.80	10.00
P0338	5021.39	4593.79	10.00
P0339	4972.79	4530.59	10.00
P0340	4932.76	4494.03	10.00
P0341	4925.01	4502.18	10.00
P0342	4807.12	4372.07	10.00
P0343	5157.06	4668.88	10.00
P0344	5195.18	4704.76	10.00
P0345	5136.12	4690.07	10.00
P0346	5223.93	4730.76	10.00
P0347	5175.57	4725.85	10.00
P0348	5154.54	4747.39	10.00
P0349	5182.93	4774.75	10.00
P0350	5204.47	4752.97	10.00
P0351	5205.06	4795.87	10.00
P0352	5225.86	4773.33	10.00
P0353	5259.18	4695.51	10.00
P0354	5293.68	4659.26	10.00
P0355	5277.18	4713.51	10.00
P0356	5311.93	4677.01	10.00
P0357	5511.93	5048.24	10.00
P0358	5492.97	5067.92	10.00
P0359	4953.06	4529.26	10.00
P0360	4939.58	4544.36	10.00
P0361	4854.47	4465.53	10.00
P0362	4779.04	4281.52	10.00
P0363	4761.27	4300.42	10.00
P0364	4559.34	4072.08	10.00
P0365	4837.96	4338.13	10.00
P0366	4541.61	4091.07	10.00
P0367	4820.68	4356.51	10.00
P0368	5909.84	3729.16	10.00
P0369	5873.72	3696.26	10.00
P0370	5805.95	3767.47	10.00
P0371	5855.91	3575.02	10.00
P0372	5826.61	3548.54	10.00
P0373	307.01	493.92	10.00
P0374	362.54	547.14	10.00
P0375	344.76	566.68	10.00
P0376	408.62	592.26	10.00
P0377	380.00	600.17	10.00
P0378	4378.99	4903.98	10.00
P0379	4471.08	4956.09	10.00
P0380	4189.38	4688.57	10.00
P0381	4453.48	4974.97	10.00
P0382	4172.15	4707.05	10.00
P0383	4507.33	4990.59	10.00
P0384	4489.33	5009.69	10.00
P0385	4629.73	5079.81	10.00
P0386	4617.18	5164.95	10.00
P0387	4637.33	5144.17	10.00
P0388	4673.93	5177.76	10.00
P0389	4666.18	5113.77	10.00
P0390	4565.68	5046.11	10.00
P0391	3966.03	4477.14	10.00
P0392	3325.07	3395.97	10.00
P0393	3252.16	3326.62	10.00
P0394	3342.96	3376.22	10.00
P0395	3470.58	3532.61	10.00
P0396	2482.38	3067.79	10.00
P0397	2156.62	2758.81	10.00
P0398	2102.16	2743.28	10.00
P0399	2120.09	2724.09	10.00
P0400	1580.77	2248.44	10.00
P0401	2559.54	2668.85	10.00
P0402	2418.21	2535.22	10.00
P0403	2578.12	2650.05	10.00
P0404	2783.26	2880.43	10.00
P0405	114.18	852.01	10.00
P0406	622.36	794.88	10.00
P0407	604.97	813.97	10.00
P0408	1839.85	967.07	10.00
P0409	1822.89	985.29	10.00
P0410	2215.45	1324.05	10.00
P0411	2197.83	1342.26	10.00
P0412	2433.06	1529.91	10.00
P0413	2412.81	1546.88	10.00
P0414	2649.98	1735.95	10.00
P0415	2632.60	1755.10	10.00
P0416	4894.93	4764.03	10.00
P0417	4911.93	4746.01	10.00
P0418	4818.20	4776.87	10.00
P0419	4763.14	4688.21	10.00
P0420	4724.44	4652.01	10.00
P0421	4741.68	4634.26	10.00
P0422	6484.53	5968.15	10.00
P0423	6484.85	6008.33	10.00
P0424	6817.41	6286.08	10.00
P0425	5893.31	5409.39	10.00
P0426	6797.30	6306.64	10.00
P0427	5874.54	5430.68	10.00
P0428	6965.20	6425.48	10.00
P0429	6965.15	6465.53	10.00
P0430	4926.79	4621.93	10.00
P0431	7123.47	6575.55	10.00
P0432	7104.34	6597.35	10.00
P0433	7145.11	6596.57	10.00
P0434	7125.21	6617.60	10.00
P0435	7261.54	6705.63	10.00
P0436	7241.16	6728.04	10.00
P0437	7472.84	6905.08	10.00
P0438	7451.82	6927.86	10.00
P0439	7724.94	7144.75	10.00
P0440	7722.63	7184.56	10.00
P0441	8032.56	7478.38	10.00
P0442	7743.61	7162.58	10.00
P0443	7756.43	7148.76	10.00
P0444	7738.43	7130.76	10.00
P0445	8052.13	7457.24	10.00
P0446	8197.62	7594.06	10.00
P0447	8177.70	7615.99	10.00
P0448	8415.44	7800.74	10.00
P0449	8395.02	7822.17	10.00
P0450	8633.13	8007.31	10.00
P0451	8612.57	8028.62	10.00
P0452	8923.06	8283.06	10.00
P0453	8902.92	8304.01	10.00
P0454	9445.11	8777.08	10.00
P0455	9411.92	8787.03	10.00
P0456	9477.49	8807.67	10.00
P0457	9456.87	8830.07	10.00
P0458	9522.28	8851.18	10.00
P0459	6992.26	6914.27	10.00
P0460	6972.55	6935.38	10.00
P0461	6947.01	6869.95	10.00
P0462	7194.09	7106.45	10.00
P0463	7174.60	7127.45	10.00
P0464	6928.40	6852.31	10.00
P0465	6941.68	6839.26	10.00
P0466	6960.18	6855.51	10.00
P0467	7213.88	7125.43	10.00
P0468	7194.40	7146.26	10.00
P0469	7350.96	7253.99	10.00
P0470	7330.38	7275.55	10.00
P0471	3065.15	2128.27	10.00
P0472	3047.32	2147.11	10.00
P0473	2870.74	1945.65	10.00
P0474	2852.97	1963.86	10.00
P0475	3254.31	2834.61	10.00
P0476	3236.80	2853.61	10.00
P0477	2994.03	2588.93	10.00
P0478	3686.67	3244.51	10.00
P0479	2976.66	2607.28	10.00
P0480	3669.03	3263.69	10.00
P0481	2820.21	2423.99	10.00
P0482	2802.27	2441.93	10.00
P0483	2605.57	2219.60	10.00
P0484	2587.75	2237.95	10.00
P0485	2389.61	2014.07	10.00
P0486	2372.15	2032.80	10.00
P0487	2136.79	1775.44	10.00
P0488	2119.94	1793.64	10.00
P0489	1650.63	1313.04	10.00
P0490	1637.57	1300.63	10.00
P0491	1203.20	1344.47	10.00
P0492	1184.87	1365.09	10.00
P0493	1058.06	1206.85	10.00
P0494	1039.89	1227.31	10.00
P0495	1705.03	1859.42	10.00
P0496	5189.58	4098.14	10.00
P0497	840.41	1000.74	10.00
P0498	822.49	1020.70	10.00
P0499	1723.61	1839.31	10.00
P0500	1923.34	2029.32	10.00
P0501	1904.99	2049.46	10.00
P0502	2146.95	2241.96	10.00
P0503	2128.41	2261.79	10.00
P0504	2344.01	2429.70	10.00
P0505	2344.51	2465.99	10.00
P0506	2413.90	2495.04	10.00
P0507	2395.92	2514.28	10.00
P0508	2435.98	2515.69	10.00
P0509	2801.02	2861.41	10.00
P0510	3015.87	3066.80	10.00
P0511	5459.51	4353.78	10.00
P0512	2999.02	3084.91	10.00
P0513	3232.71	3271.95	10.00
P0514	3215.15	3291.03	10.00
P0515	3269.98	3307.21	10.00
P0516	3487.25	3514.18	10.00
P0517	3669.42	3686.00	10.00
P0518	3651.62	3704.66	10.00
P0519	3886.98	3893.10	10.00
P0520	3869.17	3911.99	10.00
P0521	3906.77	3453.91	10.00
P0522	3889.62	3473.09	10.00
P0523	4121.37	3658.08	10.00
P0524	4046.29	3622.92	10.00
P0525	4104.06	3677.01	10.00
P0526	3173.10	2819.97	10.00
P0527	4341.17	3864.76	10.00
P0528	4323.26	3884.44	10.00
P0529	5343.54	4327.25	10.00
P0530	5441.25	5481.94	10.00
P0531	5258.06	5267.68	10.00
P0532	5763.84	5747.08	10.00
P0533	5743.65	5769.54	10.00
P0534	5708.32	5694.37	10.00
P0535	5688.36	5716.57	10.00
P0536	5649.33	5638.34	10.00
P0537	5649.42	5679.26	10.00
P0538	5616.90	5607.53	10.00
P0539	5596.95	5629.24	10.00
P0540	5562.52	5557.81	10.00
P0541	5543.13	5578.32	10.00
P0542	5510.95	5509.20	10.00
P0543	5491.86	5529.82	10.00
P0544	4687.68	4983.76	10.00
P0545	4657.79	5014.64	10.00
P0546	4716.93	4952.01	10.00
P0547	4639.24	4996.89	10.00
P0548	4698.44	4934.53	10.00
P0549	4610.70	5027.03	10.00
P0550	2033.09	1185.00	10.00
P0551	2059.63	1176.03	10.00
P0552	4741.45	5034.54	10.00
P0553	4683.22	5095.82	10.00
P0554	4647.14	5061.48	10.00
P0555	4702.89	5148.80	10.00
P0556	556.18	274.15	10.00
P0557	802.56	18.47	10.00
P0558	538.22	293.19	10.00
P0559	650.98	365.87	10.00
P0560	819.57	0.00	10.00
P0561	5110.39	4104.29	10.00
P0562	4865.48	4363.25	10.00
P0563	633.80	383.89	10.00
P0564	4964.33	4539.70	10.00
P0565	4756.96	4343.05	10.00
P0566	4766.62	4332.98	10.00
P0567	4869.19	4449.50	10.00
P0568	2355.50	2046.08	10.00
P0569	1287.12	1030.52	10.00
P0570	477.31	261.82	10.00
P0571	264.57	487.07	10.00
P0572	1626.52	1325.84	10.00
P0573	1328.44	1042.21	10.00
P0574	1928.27	1612.02	10.00
P0575	1625.60	761.82	10.00
P0576	1607.10	780.25	10.00
P0577	1407.20	556.71	10.00
P0578	1389.89	575.22	10.00
P0579	1141.57	304.84	10.00
P0580	1123.19	320.87	10.00
P0581	1077.31	242.85	10.00
P0582	1060.21	261.79	10.00
P0583	934.09	108.43	10.00
P0584	927.56	136.38	10.00
P0585	900.66	77.12	10.00
P0586	884.15	95.30	10.00
P0587	853.39	32.20	10.00
P0588	826.29	40.59	10.00
P0589	707.55	419.30	10.00
P0590	690.22	436.92	10.00
P0591	924.77	624.23	10.00
P0592	908.40	644.19	10.00
P0593	1345.83	1023.66	10.00
P0594	1493.11	1620.01	10.00
P0595	1476.61	1638.32	10.00
P0596	1945.45	1593.38	10.00
P0597	5815.98	3502.25	10.00
P0598	5718.13	3604.16	10.00
P0599	5916.02	3596.10	10.00
P0600	5899.33	3614.24	10.00
P0601	5747.33	3631.56	10.00
P0602	5727.66	3654.80	10.00
P0603	5733.03	3661.95	10.00
P0604	5777.72	3704.86	10.00
P0605	5846.76	3680.99	10.00
P0606	5868.17	3701.52	10.00
P0607	5853.71	3716.73	10.00
P0608	5882.61	3758.28	10.00
P0609	5861.87	3738.79	10.00
P0610	5864.59	3777.83	10.00
P0611	5846.88	3724.51	10.00
P0612	5828.36	3743.44	10.00
P0613	5901.31	3812.12	10.00
P0614	5815.93	3902.46	10.00
P0615	5964.20	3744.03	10.00
P0616	5811.60	3727.43	10.00
P0617	5820.07	3719.06	10.00
P0618	5811.76	3711.48	10.00
P0619	5820.94	3702.08	10.00
P0620	5828.61	3709.03	10.00
P0621	5836.96	3700.28	10.00
P0622	5888.77	3710.21	10.00
P0623	5852.24	3936.73	10.00
P0624	4964.57	4654.14	10.00
P0625	5002.61	4613.94	10.00
P0626	4936.15	4684.52	10.00
P0627	4972.02	4718.97	10.00
P0628	4921.97	4699.41	10.00
P0629	4962.00	4709.55	10.00
P0630	4876.83	4747.15	10.00
P0631	4760.82	4723.36	10.00
P0632	5044.21	4787.65	10.00
P0633	4854.38	4659.08	10.00
P0634	4880.03	4682.53	10.00
P0635	4898.58	4649.82	10.00
P0636	4906.92	4652.14	10.00
P0637	4896.40	4639.80	10.00
P0638	4833.83	4486.07	10.00
P0639	4929.79	4579.13	10.00
P0640	4951.82	4555.78	10.00
P0641	5009.02	4607.63	10.00
P0642	4843.75	4456.33	10.00
P0643	4688.73	4617.41	10.00
P0644	4776.63	4673.77	10.00
P0645	4840.98	4607.63	10.00
P0646	4922.57	4654.18	10.00
P0647	4916.97	4649.05	10.00
P0648	4886.25	4773.87	10.00
P0649	4649.08	4617.30	10.00
P0650	5842.03	3801.61	10.00
P0651	5099.93	4656.26	10.00
P0652	5093.88	4662.79	10.00
P0653	5113.40	4668.22	10.00
P0654	4905.93	4934.50	10.00
P0655	4885.75	4955.68	10.00
P0656	4926.41	4913.01	10.00
P0657	5130.46	4696.65	10.00
P0658	5126.38	4679.67	10.00
P0659	5801.85	5321.84	10.00
P0660	5781.93	5343.20	10.00
P0661	5842.41	5360.00	10.00
P0662	5834.42	5392.25	10.00
